Column1;Column2;Column3;Column4;;Nodes
2977;1810;1;1,36E+14;;
1810;2977;1;1,36E+14;;
3641;3366;1;1,36E+14;;
3735;3366;1;1,36E+14;;
3669;3699;1;1,36E+13;;
3699;3669;1;1,36E+13;;
2625;3722;1;1,36E+14;;
2487;3738;1;1,36E+14;;
1113;3699;2;1,36E+14;;
3699;1113;1;1,36E+14;;
2661;3734;4;1,36E+14;;
3738;2487;2;1,36E+14;;
1802;3374;1;1,36E+14;;
3628;3738;2;1,36E+14;;
3738;3628;2;1,36E+14;;
35;3739;1;1,36E+14;;
35;3740;1;1,36E+12;;
35;3741;1;1,36E+14;;
35;3720;1;1,36E+13;;
35;3742;1;1,36E+14;;
2538;3734;3;1,36E+14;;
3734;1976;3;1,36E+14;;
3734;2661;4;1,36E+14;;
3734;1948;3;1,36E+14;;
3734;1289;1;1,36E+14;;
3739;35;1;1,36E+14;;
2045;3582;1;1,36E+14;;
3582;2045;2;1,36E+14;;
1289;3734;1;1,36E+14;;
1018;3237;1;1,36E+13;;
3237;1018;1;1,36E+14;;
1437;3666;1;1,36E+14;;
2962;3744;10;1,36E+14;;
3160;3745;1;1,36E+14;;
3745;3160;2;1,36E+13;;
1948;3734;3;1,36E+14;;
3160;3389;1;1,36E+14;;
3389;3160;1;1,36E+13;;
3660;963;1;1,36E+14;;
963;3660;3;1,36E+14;;
1693;1528;1;1,36E+14;;
3733;2755;2;1,36E+14;;
2625;3735;1;1,36E+14;;
3735;2625;1;1,36E+14;;
2644;1764;10;1,36E+14;;
1802;3744;-10;1,36E+14;;
1363;3744;-10;1,36E+14;;
2658;3744;-10;1,36E+14;;
3744;2962;10;1,36E+14;;
2296;3744;-10;1,36E+14;;
3744;23;10;1,36E+14;;
2647;3744;-10;1,36E+14;;
415;2289;1;1,36E+14;;
2289;415;1;1,36E+14;;
2647;2962;-10;1,36E+14;;
2647;2017;-10;1,36E+14;;
2067;2017;-10;1,36E+14;;
2045;3744;-10;1,36E+14;;
1386;2962;-10;1,36E+14;;
2028;3744;-10;1,36E+14;;
2144;1764;8;1,36E+14;;
3660;3747;1;1,36E+14;;
3653;1555;1;1,36E+14;;
1555;3653;1;1,36E+14;;
3653;3749;1;1,36E+14;;
3749;3653;1;1,36E+13;;
3366;1948;10;1,36E+14;;
35;3750;1;1,36E+14;;
3018;3751;1;1,36E+14;;
3620;3165;1;1,36E+14;;
3751;3018;1;1,36E+14;;
3165;3620;1;1,36E+13;;
3736;3394;1;1,36E+14;;
3740;35;1;1,36E+14;;
3661;3669;1;1,36E+14;;
3669;3661;1;1,36E+14;;
3740;1629;2;1,36E+13;;
1629;3740;2;1,36E+14;;
3669;3752;1;1,36E+14;;
3270;3699;1;1,36E+14;;
3699;3270;1;1,36E+14;;
3752;3669;5;1,36E+14;;
3739;3753;1;1,36E+14;;
3747;3660;1;1,36E+13;;
2848;2725;-10;1,36E+14;;
3735;2125;1;1,36E+14;;
3735;3649;1;1,36E+14;;
2125;3735;1;1,36E+14;;
3649;3735;1;1,36E+14;;
2388;2848;1;1,36E+13;;
35;3754;1;1,36E+14;;
35;3735;1;1,36E+14;;
2310;1289;1;1,36E+14;;
3738;3669;2;1,36E+14;;
3669;3738;1;1,36E+14;;
3744;1670;10;1,36E+14;;
3744;1743;10;1,36E+13;;
3744;29;10;1,36E+14;;
3744;1967;10;1,36E+14;;
2252;3744;-5;1,36E+14;;
2252;2017;-5;1,36E+14;;
3744;1383;-10;1,36E+14;;
3744;2125;10;1,36E+14;;
3744;535;10;1,36E+14;;
3744;2173;10;1,36E+14;;
3744;493;10;1,36E+14;;
3744;2438;10;1,36E+14;;
3669;3755;1;1,36E+14;;
3744;3736;10;1,36E+14;;
3755;3669;5;1,36E+14;;
3744;3394;10;1,36E+14;;
3669;3329;1;1,36E+14;;
3329;3669;1;1,36E+14;;
1948;3744;-10;1,36E+14;;
1289;2310;1;1,36E+14;;
3319;1289;1;1,36E+14;;
1289;3319;1;1,36E+14;;
1316;3744;-10;1,36E+14;;
3756;1383;-10;1,36E+14;;
3744;2017;10;1,36E+14;;
3744;3756;10;1,36E+14;;
3757;2017;10;1,36E+14;;
3757;3756;10;1,36E+14;;
3219;3319;1;1,36E+14;;
2658;3756;-10;1,36E+14;;
2658;3757;-10;1,36E+14;;
3319;3219;1;1,36E+14;;
1363;2962;-10;1,36E+14;;
2067;3757;-10;1,36E+14;;
2028;3757;-10;1,36E+14;;
1363;3757;-10;1,36E+14;;
2067;3756;-10;1,36E+14;;
3756;3744;10;1,36E+14;;
3756;2017;10;1,36E+14;;
3756;3757;10;1,36E+14;;
3631;35;1;1,36E+14;;
3756;2962;10;1,36E+12;;
3666;3758;1;1,36E+14;;
3757;2962;10;1,36E+14;;
3758;3666;1;1,36E+14;;
1386;3759;-10;1,36E+14;;
2067;3759;-10;1,36E+14;;
3744;3757;10;1,36E+14;;
3744;3759;10;1,36E+14;;
2067;3744;-10;1,36E+13;;
3759;2962;10;1,36E+14;;
3759;3744;10;1,36E+14;;
3759;3756;10;1,36E+14;;
3759;3757;10;1,36E+14;;
3759;2017;10;1,36E+14;;
2658;3759;-10;1,36E+14;;
2028;3759;-10;1,36E+14;;
2067;3760;-10;1,36E+14;;
1386;3760;-10;1,36E+13;;
2658;3760;-10;1,36E+13;;
3744;3760;10;1,36E+14;;
3760;2962;10;1,36E+14;;
3760;2017;10;1,36E+14;;
3760;3756;10;1,36E+14;;
3760;3757;10;1,36E+13;;
3760;3759;10;1,36E+14;;
3760;3744;10;1,36E+14;;
1318;3760;-10;1,36E+14;;
1318;192;2;1,36E+13;;
3389;3211;1;1,36E+14;;
3211;3389;1;1,36E+14;;
1810;3760;-10;1,36E+14;;
2067;3761;1;1,36E+14;;
1018;3013;3;1,36E+14;;
1612;3219;1;1,36E+14;;
3219;1612;1;1,36E+14;;
3762;3763;1;1,36E+14;;
3763;3762;1;1,36E+14;;
3669;3764;1;1,36E+14;;
3389;3669;3;1,36E+14;;
3669;3389;2;1,36E+14;;
2028;3756;-10;1,36E+14;;
1905;3744;-10;1,36E+14;;
3669;3600;1;1,36E+14;;
3600;3669;1;1,36E+14;;
537;3744;-1;1,36E+14;;
2202;3649;1;1,36E+14;;
3649;2202;1;1,36E+14;;
3366;2296;10;1,36E+14;;
1953;3765;1;1,36E+14;;
3765;1953;1;1,36E+13;;
3765;3018;1;1,36E+14;;
2733;2725;-10;1,36E+14;;
3018;3765;1;1,36E+14;;
2647;3756;-10;1,36E+14;;
2647;3757;-10;1,36E+14;;
2647;3759;-10;1,36E+14;;
2647;3760;-10;1,36E+13;;
3703;2755;1;1,36E+14;;
2755;3703;2;1,36E+14;;
3113;3744;-10;1,36E+14;;
17;3219;1;1,36E+14;;
3649;3767;1;1,36E+14;;
3272;2028;1;1,36E+14;;
3219;2961;5;1,36E+14;;
3767;3649;1;1,36E+14;;
2019;1810;10;1,36E+14;;
2388;3528;1;1,36E+14;;
3374;3744;-10;1,36E+14;;
3528;2388;1;1,36E+14;;
1731;2158;1;1,36E+14;;
2262;3734;8;1,36E+14;;
664;1629;1;1,36E+14;;
2835;1629;1;1,36E+14;;
1629;664;1;1,36E+14;;
1629;2835;2;1,36E+14;;
664;3749;1;1,36E+14;;
3749;664;1;1,36E+14;;
3735;3767;1;1,36E+14;;
3767;3735;1;1,36E+14;;
2835;13;3;1,36E+14;;
2110;3738;1;1,36E+14;;
3738;2110;1;1,36E+14;;
3766;1352;5;1,36E+14;;
1859;17;2;1,36E+14;;
17;1859;1;1,36E+14;;
17;3744;-10;1,36E+14;;
1318;3744;-10;1,36E+14;;
1318;3756;-10;1,36E+14;;
1318;3757;-10;1,36E+14;;
1318;3759;-10;1,36E+14;;
1675;3653;2;1,36E+14;;
3219;3768;1;1,36E+14;;
3768;3219;1;1,36E+14;;
3666;3721;2;1,36E+14;;
361;3769;7;1,36E+14;;
3769;361;7;1,36E+14;;
3660;3769;3;1,36E+14;;
3697;1565;1;1,36E+14;;
2625;3703;3;1,36E+14;;
3703;2625;4;1,36E+14;;
3649;2835;1;1,36E+14;;
3666;3451;1;1,36E+14;;
3451;3666;1;1,36E+12;;
3719;3770;1;1,36E+13;;
3770;3719;1;1,36E+14;;
2125;3771;1;1,36E+14;;
3771;2125;2;1,36E+14;;
3653;2409;1;1,36E+13;;
3653;1412;1;1,36E+13;;
1412;3653;1;1,36E+14;;
3620;3765;1;1,36E+14;;
2243;3735;1;1,36E+14;;
3768;3653;1;1,36E+14;;
3735;2243;1;1,36E+14;;
35;3773;1;1,36E+14;;
35;3774;1;1,36E+14;;
3734;2262;3;1,36E+14;;
3735;2388;1;1,36E+14;;
3734;3103;2;1,36E+14;;
1316;3756;-10;1,36E+14;;
1316;3757;-10;1,36E+14;;
1316;3760;-10;1,36E+14;;
3653;3768;1;1,36E+14;;
3735;3629;1;1,36E+14;;
2296;3366;1;1,36E+14;;
3735;3775;1;1,36E+14;;
3629;3735;2;1,36E+14;;
3086;3776;2;1,36E+14;;
3735;3699;1;1,36E+14;;
3699;3735;1;1,36E+14;;
3408;3777;2;1,36E+14;;
3777;3408;2;1,36E+14;;
2262;3744;-10;1,36E+14;;
2642;3778;2;1,36E+14;;
3778;2642;3;1,36E+14;;
2642;3735;1;1,36E+14;;
3735;2642;1;1,36E+14;;
3735;2262;1;1,36E+14;;
3723;2642;6;1,36E+14;;
1512;1810;4;1,36E+14;;
2266;1810;5;1,36E+14;;
363;3744;-10;1,36E+14;;
1859;3779;1;1,36E+14;;
2064;2147;3;1,36E+13;;
2642;3769;2;1,36E+14;;
3769;2642;2;1,36E+14;;
3779;1859;5;1,36E+14;;
3660;3781;5;1,36E+14;;
3781;3782;1;1,36E+14;;
3669;1810;2;1,36E+14;;
3781;3783;1;1,36E+14;;
3769;3783;2;1,36E+14;;
3783;3781;1;1,36E+14;;
3783;3769;1;1,36E+14;;
1810;3669;2;1,36E+14;;
2840;3744;-10;1,36E+14;;
270;3744;-10;1,36E+14;;
270;3756;-10;1,36E+14;;
270;3759;-10;1,36E+14;;
270;3760;-10;1,36E+14;;
3219;17;1;1,36E+14;;
1840;3744;-10;1,36E+14;;
270;3757;-10;1,36E+14;;
17;3784;1;1,36E+14;;
3784;17;1;1,36E+14;;
3768;2625;1;1,36E+14;;
3786;3744;-10;1,36E+14;;
3786;3756;-10;1,36E+14;;
3786;3757;-10;1,36E+14;;
3786;2017;-10;1,36E+14;;
3787;3744;-10;1,36E+14;;
3787;3756;-10;1,36E+14;;
3787;3757;-10;1,36E+14;;
3787;2017;-10;1,36E+14;;
3788;2017;-10;1,36E+14;;
3789;3744;-10;1,36E+14;;
3789;2017;-10;1,36E+11;;
3790;2017;-10;1,36E+14;;
3792;2017;-10;1,36E+13;;
3793;2017;-10;1,36E+14;;
3791;2017;-10;1,36E+14;;
3794;2017;-10;1,36E+14;;
3795;2017;-10;1,36E+14;;
3785;2017;-10;1,36E+14;;
2028;3649;3;1,36E+14;;
3653;3796;1;1,36E+14;;
3774;35;1;1,36E+14;;
3219;3798;1;1,36E+13;;
3798;3219;2;1,36E+14;;
1566;1352;-10;1,36E+14;;
2067;3795;-10;1,36E+14;;
2067;3794;-10;1,36E+14;;
2067;3793;-10;1,36E+13;;
2067;3792;-10;1,36E+13;;
2067;3791;-10;1,36E+14;;
2067;3790;-10;1,36E+14;;
2067;3789;-10;1,36E+14;;
2067;3788;-10;1,36E+14;;
2067;3787;-10;1,36E+14;;
2067;3786;-10;1,36E+14;;
2067;3785;-10;1,36E+14;;
664;2004;1;1,36E+14;;
3744;2934;10;1,36E+13;;
180;2406;1;1,36E+14;;
2406;180;1;1,36E+13;;
3756;2934;10;1,36E+13;;
3757;2934;10;1,36E+14;;
3759;2934;10;1,36E+14;;
3760;2934;10;1,36E+14;;
3785;1810;10;1,36E+14;;
3785;1802;10;1,36E+14;;
3660;1802;1;1,36E+14;;
3649;3799;1;1,36E+14;;
3799;3649;1;1,36E+14;;
2125;3800;1;1,36E+14;;
3800;2125;1;1,36E+13;;
178;3801;1;1,36E+14;;
3801;178;1;1,36E+14;;
178;687;1;1,36E+13;;
178;2404;1;1,36E+14;;
178;3784;1;1,36E+14;;
3784;178;1;1,36E+13;;
3799;2840;1;1,36E+14;;
687;178;1;1,36E+14;;
2388;3366;1;1,36E+14;;
2404;178;1;1,36E+13;;
3738;3380;2;1,36E+13;;
3380;3738;2;1,36E+14;;
2835;3649;2;1,36E+14;;
3669;1675;3;1,36E+14;;
3738;3802;2;1,36E+14;;
3802;3738;2;1,36E+14;;
3669;2625;3;1,36E+14;;
2625;3669;3;1,36E+14;;
3366;2388;1;1,36E+14;;
3578;3803;1;1,36E+14;;
2113;3744;-10;1,36E+14;;
792;2642;5;1,36E+14;;
3803;3578;1;1,36E+14;;
3803;3804;1;1,36E+14;;
3366;3804;2;1,36E+14;;
3804;3366;2;1,36E+14;;
3803;35;1;1,36E+14;;
3798;3724;1;1,36E+14;;
3724;3798;1;1,36E+14;;
3699;2318;1;1,36E+14;;
2296;3640;1;1,36E+14;;
2318;3699;1;1,36E+13;;
3374;1802;3;1,36E+14;;
2028;2328;5;1,36E+14;;
2028;3366;7;1,36E+14;;
1629;3656;1;1,36E+14;;
3656;1629;1;1,36E+14;;
1819;2028;2;1,36E+14;;
35;3805;1;1,36E+14;;
35;3758;1;1,36E+14;;
35;3767;1;1,36E+14;;
35;3803;1;1,36E+14;;
3805;35;1;1,36E+14;;
3767;35;1;1,36E+14;;
2625;2845;1;1,36E+14;;
2845;2625;1;1,36E+13;;
3742;35;1;1,36E+13;;
3807;3653;1;1,36E+14;;
3669;3780;2;1,36E+14;;
3780;3669;1;1,36E+14;;
481;3744;-10;1,36E+14;;
481;3756;-10;1,36E+14;;
481;3757;-10;1,36E+14;;
481;3759;-10;1,36E+14;;
481;3760;-10;1,36E+14;;
2045;2962;-10;1,36E+14;;
2045;3756;-10;1,36E+14;;
2045;3757;-10;1,36E+14;;
2045;3759;-10;1,36E+14;;
2045;3760;-10;1,36E+14;;
17;3756;-10;1,36E+14;;
17;3757;-10;1,36E+14;;
17;3759;-10;1,36E+14;;
17;3760;-10;1,36E+14;;
2351;3756;-10;1,36E+14;;
2351;3757;-10;1,36E+13;;
2351;3759;-10;1,36E+14;;
2351;3760;-10;1,36E+14;;
2642;3808;1;1,36E+14;;
3808;2642;1;1,36E+14;;
481;2642;1;1,36E+14;;
2642;481;1;1,36E+13;;
2625;3738;1;1,36E+14;;
3738;2625;2;1,36E+14;;
1001;3744;-10;1,36E+14;;
3649;3810;1;1,36E+14;;
2642;3649;1;1,36E+14;;
2642;3810;1;1,36E+14;;
2262;3735;2;1,36E+14;;
3590;2328;1;1,36E+14;;
35;3811;1;1,36E+14;;
3574;3797;3;1,36E+14;;
3810;3649;1;1,36E+14;;
3810;6;1;1,36E+14;;
2642;3160;2;1,36E+14;;
3160;2642;5;1,36E+14;;
2266;3699;2;1,36E+14;;
3408;3812;-1;1,36E+14;;
3699;2266;2;1,36E+14;;
3738;3767;2;1,36E+13;;
3767;3738;2;1,36E+14;;
2897;3744;-10;1,36E+13;;
2897;96;-10;1,36E+14;;
2897;2266;-10;1,36E+14;;
3738;3023;2;1,36E+14;;
1948;3756;-10;1,36E+14;;
1948;3757;-10;1,36E+14;;
3738;3656;2;1,36E+14;;
3656;3738;1;1,36E+14;;
3656;2404;1;1,36E+14;;
3086;1502;1;1,36E+14;;
1502;3086;1;1,36E+14;;
1502;664;1;1,36E+14;;
664;1502;1;1,36E+14;;
2404;3656;1;1,36E+14;;
2642;2612;2;1,36E+14;;
2612;2642;2;1,36E+14;;
3454;2625;3;1,36E+14;;
3646;3735;2;1,36E+14;;
3646;2141;1;1,36E+14;;
2642;3813;1;1,36E+13;;
3813;2642;1;1,36E+13;;
2328;3161;1;1,36E+14;;
3161;2328;1;1,36E+14;;
2642;2865;1;1,36E+14;;
3161;3744;-10;1,36E+14;;
3813;3744;-10;1,36E+14;;
2835;2897;-1;1,36E+14;;
2865;2642;1;1,36E+14;;
2835;3744;-10;1,36E+14;;
96;2897;-10;1,36E+14;;
2470;1217;8;1,36E+14;;
3345;2642;1;1,36E+14;;
1675;2642;5;1,36E+14;;
3656;1675;1;1,36E+14;;
1675;3656;1;1,36E+12;;
2642;1675;5;1,36E+12;;
2642;3814;1;1,36E+14;;
3814;2642;1;1,36E+14;;
3815;2642;5;1,36E+14;;
3735;3646;1;1,36E+13;;
2642;3336;1;1,36E+14;;
3336;2642;4;1,36E+14;;
3797;3735;1;1,36E+14;;
3735;3797;1;1,36E+14;;
2642;3797;2;1,36E+14;;
3797;2642;3;1,36E+14;;
3735;366;1;1,36E+13;;
1885;3744;-10;1,36E+14;;
3806;35;1;1,36E+14;;
540;2835;1;1,36E+14;;
2835;540;1;1,36E+14;;
1612;1885;2;1,36E+14;;
1885;1612;2;1,36E+14;;
1612;3738;1;1,36E+14;;
3738;1612;2;1,36E+14;;
1810;2012;2;1,36E+14;;
2012;1810;5;1,36E+14;;
2404;3781;1;1,36E+14;;
3781;2404;1;1,36E+14;;
3796;3653;1;1,36E+14;;
146;3817;2;1,36E+14;;
3817;146;2;1,36E+13;;
35;3818;1;1,36E+14;;
35;3819;1;1,36E+14;;
35;3808;1;1,36E+14;;
3803;3666;1;1,36E+14;;
3666;3803;1;1,36E+14;;
732;3797;3;1,36E+14;;
3797;732;3;1,36E+14;;
2642;3345;1;1,36E+14;;
3775;3735;1;1,36E+14;;
1412;3099;2;1,36E+14;;
3099;1412;2;1,36E+13;;
3810;3797;1;1,36E+14;;
2388;1412;2;1,36E+14;;
2642;3822;1;1,36E+13;;
3822;2642;1;1,36E+14;;
3735;3823;1;1,36E+14;;
3823;3735;2;1,36E+14;;
2625;3715;1;1,36E+14;;
3715;2642;2;1,36E+14;;
3715;2625;1;1,36E+14;;
3715;2388;1;1,36E+14;;
2388;3715;1;1,36E+12;;
2642;3825;1;1,36E+14;;
3825;2642;1;1,36E+14;;
366;3807;1;1,36E+14;;
1802;3714;1;1,36E+14;;
3807;366;2;1,36E+14;;
2625;1555;1;1,36E+14;;
1555;2625;1;1,36E+14;;
1555;3808;1;1,36E+14;;
3808;1555;1;1,36E+14;;
2897;3655;1;1,36E+14;;
3808;35;1;1,36E+14;;
2304;3815;1;1,36E+14;;
1967;3653;1;1,36E+14;;
2625;3113;5;1,36E+13;;
3653;3735;1;1,36E+14;;
3735;3653;1;1,36E+14;;
2693;3408;-1;1,36E+13;;
3649;1967;1;1,36E+14;;
3815;2304;5;1,36E+14;;
2635;3826;1;1,36E+14;;
1967;3649;1;1,36E+14;;
3653;3807;2;1,36E+14;;
3653;3490;1;1,36E+14;;
3653;3099;1;1,36E+14;;
3099;3653;1;1,36E+13;;
3660;2028;1;1,36E+14;;
3490;3653;2;1,36E+13;;
3099;202;4;1,36E+14;;
1885;1656;3;1,36E+14;;
3653;1967;1;1,36E+14;;
1018;3744;-10;1,36E+13;;
3828;35;1;1,36E+14;;
3735;3800;1;1,36E+14;;
3800;3735;1;1,36E+14;;
3797;1899;1;1,36E+13;;
1899;3797;1;1,36E+14;;
2388;3829;1;1,36E+14;;
3829;2388;5;1,36E+12;;
2404;3830;1;1,36E+14;;
3830;2404;1;1,36E+14;;
3735;2404;1;1,36E+14;;
2404;3735;1;1,36E+14;;
3699;3653;1;1,36E+14;;
3653;3699;1;1,36E+13;;
2404;1629;1;1,36E+14;;
1629;2404;1;1,36E+14;;
2897;1810;1;1,36E+14;;
1957;35;1;1,36E+14;;
1584;3744;-10;1,36E+14;;
3828;2202;1;1,36E+13;;
2202;3828;1;1,36E+14;;
3832;2625;1;1,36E+14;;
3451;3815;1;1,36E+14;;
3815;3451;1;1,36E+14;;
1743;3219;8;1,36E+14;;
2897;1725;1;1,36E+14;;
3765;3620;1;1,36E+14;;
1752;3744;-10;1,36E+14;;
1018;3223;1;1,36E+14;;
1490;1018;1;1,36E+14;;
2642;3738;1;1,36E+14;;
35;3382;1;1,36E+14;;
3738;2642;2;1,36E+14;;
35;3835;1;1,36E+14;;
35;3836;1;1,36E+14;;
3223;2625;10;1,36E+14;;
312;3653;1;1,36E+14;;
2642;2110;6;1,36E+14;;
3653;3828;1;1,36E+14;;
3653;312;1;1,36E+14;;
3641;3517;1;1,36E+14;;
3641;3260;1;1,36E+14;;
2837;2897;-1;1,36E+14;;
3653;3385;1;1,36E+14;;
3828;3838;1;1,36E+14;;
3724;3828;1;1,36E+14;;
3838;3828;1;1,36E+13;;
3385;3653;1;1,36E+14;;
3828;3724;2;1,36E+14;;
2328;2388;3;1,36E+14;;
35;3839;1;1,36E+14;;
2328;3590;2;1,36E+14;;
1018;1967;1;1,36E+13;;
3737;436;1;1,36E+14;;
3641;3165;1;1,36E+14;;
2897;2028;-1;1,36E+14;;
2897;2725;-10;1,36E+14;;
700;3840;2;1,36E+14;;
1502;2176;1;1,36E+13;;
2176;1502;1;1,36E+14;;
3840;700;1;1,36E+14;;
3828;2176;1;1,36E+14;;
2176;3828;1;1,36E+14;;
3547;3653;1;1,36E+14;;
2388;2244;1;1,36E+14;;
2244;2388;1;1,36E+14;;
3735;3841;1;1,36E+14;;
2067;215;2;1,36E+14;;
215;2067;1;1,36E+14;;
1802;1832;3;1,36E+14;;
3735;3842;1;1,36E+14;;
3841;3735;2;1,36E+14;;
3842;3735;2;1,36E+14;;
882;3744;-10;1,36E+13;;
3735;767;1;1,36E+14;;
2388;3735;2;1,36E+14;;
767;3735;1;1,36E+14;;
767;3738;1;1,36E+14;;
3738;767;2;1,36E+14;;
3161;3396;1;1,36E+14;;
3547;3764;1;1,36E+13;;
3764;3547;1;1,36E+14;;
1612;1859;2;1,36E+14;;
2397;3744;-10;1,36E+14;;
3819;35;2;1,36E+14;;
3820;3843;1;1,36E+14;;
3843;3820;1;1,36E+14;;
3547;3699;10;1,36E+14;;
3699;3547;1;1,36E+14;;
2897;3844;1;1,36E+14;;
3844;2897;1;1,36E+14;;
3408;2693;1;1,36E+14;;
2296;2017;-10;1,36E+14;;
3408;3744;1;1,36E+14;;
3738;3828;2;1,36E+14;;
3828;3738;2;1,36E+14;;
3451;3655;1;1,36E+14;;
3655;3451;1;1,36E+14;;
346;3744;-10;1,36E+14;;
2378;2898;2;1,36E+13;;
1318;3797;-10;1,36E+14;;
3800;2484;10;1,37E+14;;
2625;1859;3;1,37E+14;;
1859;2625;3;1,37E+14;;
3655;3824;1;1,37E+14;;
2485;3845;1;1,37E+14;;
3845;2485;1;1,37E+14;;
3824;3655;1;1,37E+14;;
3490;3846;1;1,37E+14;;
3846;3490;1;1,37E+14;;
1938;35;5;1,37E+13;;
3223;2642;6;1,37E+14;;
3845;3847;1;1,37E+14;;
3847;3845;1;1,37E+14;;
2642;3848;1;1,37E+14;;
3802;3656;4;1,37E+14;;
3656;3802;3;1,37E+14;;
3848;2642;1;1,37E+14;;
3714;3653;5;1,37E+14;;
3653;3714;2;1,37E+14;;
3653;3849;1;1,37E+14;;
3653;3746;1;1,37E+14;;
3797;2266;-10;1,37E+14;;
2840;3797;1;1,37E+14;;
3828;3850;1;1,37E+14;;
3850;3828;1;1,37E+14;;
3653;3851;1;1,37E+14;;
3851;3852;5;1,37E+14;;
3852;3851;5;1,37E+13;;
3850;3853;1;1,37E+14;;
3853;3850;1;1,37E+13;;
3828;3843;2;1,37E+14;;
3843;3828;2;1,37E+14;;
3851;3854;5;1,37E+14;;
3854;3851;1;1,37E+14;;
1953;2371;1;1,37E+14;;
3816;2796;-3;1,37E+14;;
687;3855;1;1,37E+14;;
3855;687;1;1,37E+14;;
1612;2642;3;1,37E+13;;
2642;3856;2;1,37E+14;;
3856;2642;5;1,37E+14;;
3621;2296;2;1,37E+14;;
2296;3621;2;1,37E+14;;
3828;3857;1;1,37E+13;;
3545;3856;1;1,37E+14;;
3857;3828;1;1,37E+14;;
3856;3545;1;1,37E+14;;
3828;2860;1;1,37E+14;;
687;2860;1;1,37E+14;;
3229;2125;6;1,37E+14;;
2404;1529;1;1,37E+14;;
3735;2860;1;1,37E+14;;
1555;3801;1;1,37E+14;;
3801;1555;1;1,37E+13;;
687;1555;1;1,37E+14;;
2351;3744;-10;1,37E+14;;
3849;3653;1;1,37E+13;;
2388;2328;2;1,37E+14;;
3746;3858;1;1,37E+13;;
3858;3746;1;1,37E+14;;
687;3744;-10;1,37E+14;;
3002;35;1;1,37E+14;;
687;3801;1;1,37E+14;;
2378;3037;1;1,37E+14;;
3037;2378;1;1,37E+14;;
2961;687;1;1,37E+14;;
3018;2852;3;1,37E+13;;
2852;3018;3;1,37E+14;;
2642;3846;1;1,37E+14;;
3846;2642;1;1,37E+14;;
2404;1018;1;1,37E+14;;
1018;2404;1;1,37E+14;;
3653;3250;2;1,37E+14;;
3250;3653;2;1,37E+14;;
3828;25;2;1,37E+14;;
3856;25;-1;1,37E+14;;
1565;25;5;1,37E+14;;
2770;3377;8;1,37E+14;;
3801;687;1;1,37E+14;;
2642;3056;4;1,37E+14;;
3781;3850;1;1,37E+13;;
3850;3781;1;1,37E+14;;
1386;3859;8;1,37E+14;;
35;3828;1;1,37E+14;;
35;3860;1;1,37E+14;;
3860;35;1;1,37E+14;;
533;2125;1;1,37E+14;;
2125;533;1;1,37E+14;;
3689;2028;-10;1,37E+14;;
2625;1316;2;1,37E+14;;
1316;2625;2;1,37E+14;;
3653;3013;1;1,37E+14;;
3223;2404;1;1,37E+14;;
2404;3223;1;1,37E+14;;
3845;2647;2;1,37E+14;;
2642;3534;3;1,37E+14;;
2642;3860;1;1,37E+14;;
3860;2642;1;1,37E+13;;
1933;3861;5;1,37E+14;;
1933;2903;10;1,37E+14;;
3801;2642;1;1,37E+14;;
2642;3801;2;1,37E+14;;
1810;2252;3;1,37E+14;;
3504;3797;-2;1,37E+14;;
1953;3863;1;1,37E+14;;
3863;1953;1;1,37E+14;;
2878;3223;1;1,37E+14;;
3776;3018;10;1,37E+14;;
3776;3086;3;1,37E+13;;
3776;3863;3;1,37E+14;;
3776;3826;2;1,37E+14;;
3863;3776;5;1,37E+14;;
3861;2903;10;1,37E+14;;
3861;1933;10;1,37E+14;;
2903;3861;10;1,37E+14;;
2903;1933;10;1,37E+14;;
3511;3820;10;1,37E+14;;
3820;3511;3;1,37E+14;;
2266;3797;-8;1,37E+14;;
1953;3852;1;1,37E+14;;
3852;1953;1;1,37E+14;;
3223;3864;1;1,37E+14;;
3864;3223;1;1,37E+14;;
2252;3797;-1;1,37E+14;;
3165;3641;1;1,37E+14;;
1953;3865;1;1,37E+14;;
3865;1953;1;1,37E+14;;
3865;3260;1;1,37E+14;;
1334;3653;1;1,37E+14;;
3653;1334;1;1,37E+14;;
3223;1018;2;1,37E+14;;
3748;3571;6;1,37E+14;;
3735;3851;1;1,37E+14;;
3851;3735;4;1,37E+14;;
3735;3867;1;1,37E+14;;
3735;3868;1;1,37E+14;;
3867;3735;1;1,37E+14;;
3868;3735;4;1,37E+12;;
3735;3719;1;1,37E+14;;
3719;3735;1;1,37E+14;;
3800;3724;1;1,37E+14;;
3724;3800;1;1,37E+14;;
538;51;1;1,37E+14;;
2647;3845;3;1,37E+14;;
2647;3869;3;1,37E+14;;
882;687;2;1,37E+14;;
687;882;2;1,37E+14;;
3834;1437;3;1,37E+14;;
3869;2647;3;1,37E+14;;
1504;3870;1;1,37E+14;;
3501;3641;1;1,37E+14;;
3641;3501;1;1,37E+14;;
2625;3598;1;1,37E+14;;
3598;2625;1;1,37E+14;;
2625;3545;4;1,37E+14;;
3545;2625;5;1,37E+13;;
3856;2840;2;1,37E+14;;
2635;3871;1;1,37E+14;;
3871;3872;5;1,37E+14;;
2840;3856;2;1,37E+14;;
2635;3872;1;1,37E+14;;
2954;1953;2;1,37E+14;;
1953;2954;5;1,37E+14;;
3738;687;3;1,37E+14;;
